Image #, Neuron #, Time Event,Censored,Constructs,Experiment
B9,,156,0,00iCTR,JK43-47
C1,,120,1,00iCTR,JK43-47
C1,,156,0,00iCTR,JK43-47
C1,,96,1,00iCTR,JK43-47
C1,,156,0,00iCTR,JK43-47
C1,,156,0,00iCTR,JK43-47
C1,,24,1,00iCTR,JK43-47
C1,,156,0,00iCTR,JK43-47
C2,,156,0,00iCTR,JK43-47
C2,,156,0,00iCTR,JK43-47
D1,,156,0,00iCTR,JK43-47
D1,,120,1,00iCTR,JK43-47
D10,,156,0,00iCTR,JK43-47
D10,,156,0,00iCTR,JK43-47
D10,,156,0,00iCTR,JK43-47
D10,,156,0,00iCTR,JK43-47
D10,,156,0,00iCTR,JK43-47
D10,,156,0,00iCTR,JK43-47
D11,,96,1,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,144,1,00iCTR,JK43-47
D12,,96,1,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,120,1,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D12,,156,0,00iCTR,JK43-47
D2,,120,1,00iCTR,JK43-47
D2,,156,0,00iCTR,JK43-47
D2,,96,1,00iCTR,JK43-47
D2,,144,1,00iCTR,JK43-47
D2,,156,0,00iCTR,JK43-47
D3,,156,0,00iCTR,JK43-47
D3,,24,1,00iCTR,JK43-47
D3,,156,0,00iCTR,JK43-47
D3,,156,0,00iCTR,JK43-47
D3,,72,1,00iCTR,JK43-47
D3,,156,0,00iCTR,JK43-47
D3,,96,1,00iCTR,JK43-47
D3,,156,0,00iCTR,JK43-47
D4,,156,0,00iCTR,JK43-47
D4,,156,0,00iCTR,JK43-47
D4,,96,1,00iCTR,JK43-47
D4,,120,1,00iCTR,JK43-47
D4,,156,0,00iCTR,JK43-47
D4,,156,0,00iCTR,JK43-47
D4,,24,1,00iCTR,JK43-47
D4,,144,1,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D5,,144,1,00iCTR,JK43-47
D5,,72,1,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D5,,156,0,00iCTR,JK43-47
D6,,156,0,00iCTR,JK43-47
D6,,156,0,00iCTR,JK43-47
D6,,156,0,00iCTR,JK43-47
D6,,156,0,00iCTR,JK43-47
D6,,156,0,00iCTR,JK43-47
D6,,156,0,00iCTR,JK43-47
D7,,156,0,00iCTR,JK43-47
D7,,24,1,00iCTR,JK43-47
D7,,156,0,00iCTR,JK43-47
D7,,120,1,00iCTR,JK43-47
D7,,72,1,00iCTR,JK43-47
D7,,96,1,00iCTR,JK43-47
D7,,156,0,00iCTR,JK43-47
D7,,72,1,00iCTR,JK43-47
D8,,156,0,00iCTR,JK43-47
D8,,48,1,00iCTR,JK43-47
D8,,156,0,00iCTR,JK43-47
D8,,156,0,00iCTR,JK43-47
D8,,24,1,00iCTR,JK43-47
D8,,48,1,00iCTR,JK43-47
D8,,156,0,00iCTR,JK43-47
D8,,24,1,00iCTR,JK43-47
D9,,156,0,00iCTR,JK43-47
D9,,156,0,00iCTR,JK43-47
D9,,48,1,00iCTR,JK43-47
D9,,156,0,00iCTR,JK43-47
E2,,96,1,00iCTR,JK43-47
E2,,48,1,00iCTR,JK43-47
E2,,156,0,00iCTR,JK43-47
E2,,156,0,00iCTR,JK43-47
E2,,156,0,00iCTR,JK43-47
E3,,156,0,00iCTR,JK43-47
E3,,156,0,00iCTR,JK43-47
E3,,72,1,00iCTR,JK43-47
E3,,156,0,00iCTR,JK43-47
E3,,96,1,00iCTR,JK43-47
E1,,96,1,52iALS,JK43-47
E1,,48,1,52iALS,JK43-47
E1,,72,1,52iALS,JK43-47
E10,,156,0,52iALS,JK43-47
E10,,156,0,52iALS,JK43-47
E10,,72,1,52iALS,JK43-47
E10,,72,1,52iALS,JK43-47
E10,,156,0,52iALS,JK43-47
E11,,72,1,52iALS,JK43-47
E11,,48,1,52iALS,JK43-47
E11,,156,0,52iALS,JK43-47
E11,,156,0,52iALS,JK43-47
E2,,156,0,52iALS,JK43-47
E2,,24,1,52iALS,JK43-47
E2,,156,0,52iALS,JK43-47
E3,,156,0,52iALS,JK43-47
E3,,144,1,52iALS,JK43-47
E3,,48,1,52iALS,JK43-47
E4,,48,1,52iALS,JK43-47
E4,,144,1,52iALS,JK43-47
E4,,48,1,52iALS,JK43-47
E4,,156,0,52iALS,JK43-47
E4,,156,0,52iALS,JK43-47
E5,,24,1,52iALS,JK43-47
E5,,156,0,52iALS,JK43-47
E6,,156,0,52iALS,JK43-47
E6,,72,1,52iALS,JK43-47
E6,,156,0,52iALS,JK43-47
G1,,156,0,29iALS,JK43-47
G10,,24,1,29iALS,JK43-47
G10,,156,0,29iALS,JK43-47
G10,,156,0,29iALS,JK43-47
G10,,144,1,29iALS,JK43-47
G10,,24,1,29iALS,JK43-47
G10,,144,1,29iALS,JK43-47
G10,,156,0,29iALS,JK43-47
G10,,48,1,29iALS,JK43-47
G10,,120,1,29iALS,JK43-47
G10,,24,1,29iALS,JK43-47
G10,,156,0,29iALS,JK43-47
G10,,156,0,29iALS,JK43-47
G10,,96,1,29iALS,JK43-47
G11,,48,1,29iALS,JK43-47
G11,,120,1,29iALS,JK43-47
G11,,120,1,29iALS,JK43-47
G11,,120,1,29iALS,JK43-47
G11,,156,0,29iALS,JK43-47
G11,,48,1,29iALS,JK43-47
G12,,120,1,29iALS,JK43-47
G12,,156,0,29iALS,JK43-47
G12,,156,0,29iALS,JK43-47
G12,,156,0,29iALS,JK43-47
G12,,72,1,29iALS,JK43-47
G12,,156,0,29iALS,JK43-47
G12,,156,0,29iALS,JK43-47
G2,,72,1,29iALS,JK43-47
G2,,156,0,29iALS,JK43-47
G2,,156,0,29iALS,JK43-47
G2,,156,0,29iALS,JK43-47
G2,,96,1,29iALS,JK43-47
G2,,48,1,29iALS,JK43-47
G2,,156,0,29iALS,JK43-47
G2,,24,1,29iALS,JK43-47
G2,,48,1,29iALS,JK43-47
G3,,156,0,29iALS,JK43-47
G3,,156,0,29iALS,JK43-47
G3,,156,0,29iALS,JK43-47
G3,,96,1,29iALS,JK43-47
G3,,144,1,29iALS,JK43-47
G3,,96,1,29iALS,JK43-47
G4,,48,1,29iALS,JK43-47
G4,,48,1,29iALS,JK43-47
G4,,24,1,29iALS,JK43-47
G4,,48,1,29iALS,JK43-47
G4,,156,0,29iALS,JK43-47
G4,,72,1,29iALS,JK43-47
G4,,156,0,29iALS,JK43-47
G4,,156,0,29iALS,JK43-47
G4,,156,0,29iALS,JK43-47
G5,,120,1,29iALS,JK43-47
G5,,156,0,29iALS,JK43-47
G5,,72,1,29iALS,JK43-47
G5,,156,0,29iALS,JK43-47
G5,,96,1,29iALS,JK43-47
G5,,96,1,29iALS,JK43-47
G5,,72,1,29iALS,JK43-47
G6,,96,1,29iALS,JK43-47
G6,,156,0,29iALS,JK43-47
G6,,72,1,29iALS,JK43-47
G6,,156,0,29iALS,JK43-47
G6,,96,1,29iALS,JK43-47
G6,,72,1,29iALS,JK43-47
G6,,156,0,29iALS,JK43-47
G6,,156,0,29iALS,JK43-47
G6,,120,1,29iALS,JK43-47
G7,,144,1,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G7,,144,1,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G7,,48,1,29iALS,JK43-47
G7,,144,1,29iALS,JK43-47
G7,,144,1,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G7,,72,1,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G7,,48,1,29iALS,JK43-47
G7,,156,0,29iALS,JK43-47
G8,,156,0,29iALS,JK43-47
G8,,156,0,29iALS,JK43-47
G8,,96,1,29iALS,JK43-47
G8,,72,1,29iALS,JK43-47
G8,,156,0,29iALS,JK43-47
G8,,156,0,29iALS,JK43-47
G8,,72,1,29iALS,JK43-47
G9,,48,1,29iALS,JK43-47
G9,,96,1,29iALS,JK43-47
G9,,156,0,29iALS,JK43-47
G9,,156,0,29iALS,JK43-47
G9,,156,0,29iALS,JK43-47
G9,,48,1,29iALS,JK43-47
G9,,156,0,29iALS,JK43-47
H1,,48,1,29iALS,JK43-47
H1,,156,0,29iALS,JK43-47
H1,,48,1,29iALS,JK43-47
H1,,156,0,29iALS,JK43-47
H10,,72,1,29iALS,JK43-47
H10,,156,0,29iALS,JK43-47
H10,,72,1,29iALS,JK43-47
H10,,24,1,29iALS,JK43-47
H10,,48,1,29iALS,JK43-47
H10,,156,0,29iALS,JK43-47
H10,,24,1,29iALS,JK43-47
H10,,48,1,29iALS,JK43-47
H10,,156,0,29iALS,JK43-47
H10,,156,0,29iALS,JK43-47
H11,,24,1,29iALS,JK43-47
H11,,156,0,29iALS,JK43-47
H11,,156,0,29iALS,JK43-47
H11,,156,0,29iALS,JK43-47
H11,,156,0,29iALS,JK43-47
H11,,156,0,29iALS,JK43-47
H11,,156,0,29iALS,JK43-47
H12,,48,1,29iALS,JK43-47
H12,,72,1,29iALS,JK43-47
H12,,24,1,29iALS,JK43-47
H12,,144,1,29iALS,JK43-47
H12,,156,0,29iALS,JK43-47
H12,,156,0,29iALS,JK43-47
H12,,48,1,29iALS,JK43-47
H12,,24,1,29iALS,JK43-47
H2,,72,1,29iALS,JK43-47
H2,,120,1,29iALS,JK43-47
H2,,48,1,29iALS,JK43-47
H2,,72,1,29iALS,JK43-47
H2,,156,0,29iALS,JK43-47
H2,,72,1,29iALS,JK43-47
H2,,72,1,29iALS,JK43-47
H3,,96,1,29iALS,JK43-47
H3,,156,0,29iALS,JK43-47
H3,,156,0,29iALS,JK43-47
H3,,156,0,29iALS,JK43-47
H4,,96,1,29iALS,JK43-47
H4,,156,0,29iALS,JK43-47
H4,,120,1,29iALS,JK43-47
H4,,144,1,29iALS,JK43-47
H4,,24,1,29iALS,JK43-47
H4,,96,1,29iALS,JK43-47
H4,,156,0,29iALS,JK43-47
H4,,156,0,29iALS,JK43-47
H4,,144,1,29iALS,JK43-47
H4,,156,0,29iALS,JK43-47
H4,,96,1,29iALS,JK43-47
H5,,120,1,29iALS,JK43-47
H5,,156,0,29iALS,JK43-47
H5,,24,1,29iALS,JK43-47
H5,,24,1,29iALS,JK43-47
H5,,144,1,29iALS,JK43-47
H5,,156,0,29iALS,JK43-47
H5,,156,0,29iALS,JK43-47
H5,,156,0,29iALS,JK43-47
H5,,24,1,29iALS,JK43-47
H6,,72,1,29iALS,JK43-47
H6,,72,1,29iALS,JK43-47
H6,,96,1,29iALS,JK43-47
H6,,24,1,29iALS,JK43-47
H6,,48,1,29iALS,JK43-47
H6,,120,1,29iALS,JK43-47
H6,,96,1,29iALS,JK43-47
H6,,156,0,29iALS,JK43-47
H6,,156,0,29iALS,JK43-47
H7,,156,0,29iALS,JK43-47
H7,,96,1,29iALS,JK43-47
H7,,156,0,29iALS,JK43-47
H7,,156,0,29iALS,JK43-47
H7,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H8,,120,1,29iALS,JK43-47
H8,,156,0,29iALS,JK43-47
H9,,96,1,29iALS,JK43-47
H9,,156,0,29iALS,JK43-47
H9,,24,1,29iALS,JK43-47
H9,,156,0,29iALS,JK43-47
H9,,156,0,29iALS,JK43-47
H9,,48,1,29iALS,JK43-47
H9,,72,1,29iALS,JK43-47
H9,,156,0,29iALS,JK43-47
A2,,108,1,29iALS,JK14-21
A2,,12,1,29iALS,JK14-21
A2,,156,0,29iALS,JK14-21
A2,,48,1,29iALS,JK14-21
A2,,120,1,29iALS,JK14-21
A2,,108,1,29iALS,JK14-21
A2,,156,0,29iALS,JK14-21
A3,,48,1,29iALS,JK14-21
A5,,60,1,188iCTR-LBCn3,JK14-21
A5,,48,1,188iCTR-LBCn3,JK14-21
A5,,48,1,188iCTR-LBCn3,JK14-21
A5,,120,1,188iCTR-LBCn3,JK14-21
A5,,36,1,188iCTR-LBCn3,JK14-21
A6,,156,0,29iALS,JK14-21
A6,,24,1,29iALS,JK14-21
A6,,72,1,29iALS,JK14-21
A7,,156,0,29iALS,JK14-21
A7,,156,0,29iALS,JK14-21
A7,,120,1,29iALS,JK14-21
A7,,108,1,29iALS,JK14-21
A7,,156,0,29iALS,JK14-21
A7,,84,1,29iALS,JK14-21
A7,,144,1,29iALS,JK14-21
A9,,120,1,29iALS,JK14-21
A9,,156,0,29iALS,JK14-21
A9,,156,0,29iALS,JK14-21
A9,,36,1,29iALS,JK14-21
B2,,156,0,29iALS,JK14-21
B2,,36,1,29iALS,JK14-21
B2,,156,0,29iALS,JK14-21
B2,,156,0,29iALS,JK14-21
B4,,96,1,29iALS,JK14-21
B4,,156,0,29iALS,JK14-21
B4,,156,0,29iALS,JK14-21
B4,,156,0,29iALS,JK14-21
B4,,156,0,29iALS,JK14-21
B4,,156,0,29iALS,JK14-21
B4,,120,1,29iALS,JK14-21
B4,,156,0,29iALS,JK14-21
B4,,132,1,29iALS,JK14-21
B4,,48,1,29iALS,JK14-21
B5,,12,1,188iCTR-LBCn3,JK14-21
B5,,12,1,188iCTR-LBCn3,JK14-21
B7,,24,1,29iALS,JK14-21
B7,,108,1,29iALS,JK14-21
B7,,156,0,29iALS,JK14-21
B7,,24,1,29iALS,JK14-21
B7,,36,1,29iALS,JK14-21
B7,,48,1,29iALS,JK14-21
B7,,156,0,29iALS,JK14-21
B7,,156,0,29iALS,JK14-21
B7,,156,0,29iALS,JK14-21
B7,,156,0,29iALS,JK14-21
B8,,156,0,29iALS,JK14-21
B8,,156,0,29iALS,JK14-21
B8,,156,0,29iALS,JK14-21
B8,,48,1,29iALS,JK14-21
B8,,156,0,29iALS,JK14-21
B9,,156,0,29iALS,JK14-21
B9,,156,0,29iALS,JK14-21
B9,,156,0,29iALS,JK14-21
B9,,24,1,29iALS,JK14-21
B9,,156,0,29iALS,JK14-21
B9,,60,1,29iALS,JK14-21
C10,,156,0,52iALS-ISO,JK14-21
C10,,24,1,52iALS-ISO,JK14-21
C11,,96,1,52iALS-ISO,JK14-21
C11,,96,1,52iALS-ISO,JK14-21
C2,,156,0,29iALS,JK14-21
C2,,36,1,29iALS,JK14-21
C2,,48,1,29iALS,JK14-21
C2,,96,1,29iALS,JK14-21
C2,,120,1,29iALS,JK14-21
C2,,144,1,29iALS,JK14-21
C2,,156,0,29iALS,JK14-21
C2,,132,1,29iALS,JK14-21
C2,,156,0,29iALS,JK14-21
C3,,120,1,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,96,1,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C3,,156,0,29iALS,JK14-21
C4,,108,1,29iALS,JK14-21
C4,,36,1,29iALS,JK14-21
C4,,156,0,29iALS,JK14-21
C4,,36,1,29iALS,JK14-21
C4,,72,1,29iALS,JK14-21
C4,,48,1,29iALS,JK14-21
C4,,156,0,29iALS,JK14-21
C4,,84,1,29iALS,JK14-21
C4,,156,0,29iALS,JK14-21
C4,,24,1,29iALS,JK14-21
C5,,144,1,188iCTR-LBCn3,JK14-21
C5,,156,0,188iCTR-LBCn3,JK14-21
C5,,36,1,188iCTR-LBCn3,JK14-21
C5,,96,1,188iCTR-LBCn3,JK14-21
C5,,156,0,188iCTR-LBCn3,JK14-21
C6,,60,1,29iALS,JK14-21
C6,,96,1,29iALS,JK14-21
C6,,156,0,29iALS,JK14-21
C6,,156,0,29iALS,JK14-21
C6,,108,1,29iALS,JK14-21
C6,,84,1,29iALS,JK14-21
C6,,156,0,29iALS,JK14-21
C6,,156,0,29iALS,JK14-21
C7,,144,1,29iALS,JK14-21
C7,,156,0,29iALS,JK14-21
C7,,84,1,29iALS,JK14-21
C7,,156,0,29iALS,JK14-21
C8,,84,1,29iALS,JK14-21
C8,,156,0,29iALS,JK14-21
C8,,108,1,29iALS,JK14-21
C8,,156,0,29iALS,JK14-21
C8,,156,0,29iALS,JK14-21
C8,,36,1,29iALS,JK14-21
C8,,96,1,29iALS,JK14-21
C9,,156,0,29iALS,JK14-21
C9,,24,1,29iALS,JK14-21
C9,,156,0,29iALS,JK14-21
C9,,156,0,29iALS,JK14-21
C9,,156,0,29iALS,JK14-21
D2,,84,1,29iALS,JK14-21
D2,,48,1,29iALS,JK14-21
D2,,156,0,29iALS,JK14-21
D2,,156,0,29iALS,JK14-21
D2,,24,1,29iALS,JK14-21
D2,,24,1,29iALS,JK14-21
D2,,24,1,29iALS,JK14-21
D2,,156,0,29iALS,JK14-21
D3,,156,0,29iALS,JK14-21
D3,,48,1,29iALS,JK14-21
D3,,120,1,29iALS,JK14-21
D3,,156,0,29iALS,JK14-21
D3,,156,0,29iALS,JK14-21
D4,,120,1,29iALS,JK14-21
D4,,132,1,29iALS,JK14-21
D4,,24,1,29iALS,JK14-21
D4,,72,1,29iALS,JK14-21
D5,,48,1,188iCTR-LBCn3,JK14-21
D5,,156,0,188iCTR-LBCn3,JK14-21
D5,,12,1,188iCTR-LBCn3,JK14-21
D5,,12,1,188iCTR-LBCn3,JK14-21
D5,,96,1,188iCTR-LBCn3,JK14-21
D6,,156,0,29iALS,JK14-21
D6,,156,0,29iALS,JK14-21
D6,,24,1,29iALS,JK14-21
D6,,120,1,29iALS,JK14-21
D6,,156,0,29iALS,JK14-21
D6,,156,0,29iALS,JK14-21
D6,,156,0,29iALS,JK14-21
D7,,24,1,29iALS,JK14-21
D7,,96,1,29iALS,JK14-21
D7,,156,0,29iALS,JK14-21
D7,,156,0,29iALS,JK14-21
D7,,156,0,29iALS,JK14-21
D7,,60,1,29iALS,JK14-21
D7,,132,1,29iALS,JK14-21
D7,,120,1,29iALS,JK14-21
D7,,84,1,29iALS,JK14-21
D7,,36,1,29iALS,JK14-21
E2,,60,1,29iALS,JK14-21
E2,,156,0,29iALS,JK14-21
E2,,156,0,29iALS,JK14-21
E2,,156,0,29iALS,JK14-21
E2,,156,0,29iALS,JK14-21
E3,,12,1,29iALS,JK14-21
E3,,12,1,29iALS,JK14-21
E3,,24,1,29iALS,JK14-21
E4,,36,1,29iALS,JK14-21
E4,,36,1,29iALS,JK14-21
E4,,132,1,29iALS,JK14-21
E4,,144,1,29iALS,JK14-21
E4,,48,1,29iALS,JK14-21
E4,,156,0,29iALS,JK14-21
E4,,156,0,29iALS,JK14-21
E6,,156,0,29iALS,JK14-21
E6,,60,1,29iALS,JK14-21
E6,,108,1,29iALS,JK14-21
E6,,48,1,29iALS,JK14-21
E6,,108,1,29iALS,JK14-21
E6,,12,1,29iALS,JK14-21
E6,,108,1,29iALS,JK14-21
E6,,24,1,29iALS,JK14-21
E6,,24,1,29iALS,JK14-21
E7,,48,1,29iALS,JK14-21
E7,,72,1,29iALS,JK14-21
E7,,48,1,29iALS,JK14-21
E7,,12,1,29iALS,JK14-21
E7,,60,1,29iALS,JK14-21
E7,,108,1,29iALS,JK14-21
E7,,12,1,29iALS,JK14-21
E7,,132,1,29iALS,JK14-21
F11,,156,0,52iALS-ISO,JK14-21
F11,,132,1,52iALS-ISO,JK14-21
F11,,132,1,52iALS-ISO,JK14-21
F4,,156,0,29iALS,JK14-21
F4,,156,0,29iALS,JK14-21
F4,,156,0,29iALS,JK14-21
F4,,156,0,29iALS,JK14-21
F4,,96,1,29iALS,JK14-21
F5,,156,0,188iCTR-LBCn3,JK14-21
F5,,36,1,188iCTR-LBCn3,JK14-21
F5,,36,1,188iCTR-LBCn3,JK14-21
F7,,156,0,29iALS,JK14-21
F7,,156,0,29iALS,JK14-21
F7,,96,1,29iALS,JK14-21
F7,,156,0,29iALS,JK14-21
F7,,156,0,29iALS,JK14-21
F7,,96,1,29iALS,JK14-21
F8,,36,1,29iALS,JK14-21
F8,,156,0,29iALS,JK14-21
F8,,144,1,29iALS,JK14-21
F8,,156,0,29iALS,JK14-21
F8,,156,0,29iALS,JK14-21
F8,,156,0,29iALS,JK14-21
F8,,156,0,29iALS,JK14-21
F8,,120,1,29iALS,JK14-21
F8,,84,1,29iALS,JK14-21
F8,,24,1,29iALS,JK14-21
G2,,60,1,29iALS,JK14-21
G2,,156,0,29iALS,JK14-21
G2,,156,0,29iALS,JK14-21
G3,,156,0,29iALS,JK14-21
G3,,120,1,29iALS,JK14-21
G3,,144,1,29iALS,JK14-21
G3,,156,0,29iALS,JK14-21
G3,,12,1,29iALS,JK14-21
G3,,48,1,29iALS,JK14-21
G3,,96,1,29iALS,JK14-21
G3,,156,0,29iALS,JK14-21
G3,,60,1,29iALS,JK14-21
G4,,156,0,29iALS,JK14-21
G4,,12,1,29iALS,JK14-21
G4,,84,1,29iALS,JK14-21
G4,,48,1,29iALS,JK14-21
G4,,156,0,29iALS,JK14-21
G4,,156,0,29iALS,JK14-21
G5,,12,1,188iCTR-LBCn3,JK14-21
G5,,120,1,188iCTR-LBCn3,JK14-21
G5,,156,0,188iCTR-LBCn3,JK14-21
G6,,48,1,29iALS,JK14-21
G6,,36,1,29iALS,JK14-21
G6,,36,1,29iALS,JK14-21
G6,,24,1,29iALS,JK14-21
G6,,144,1,29iALS,JK14-21
G6,,96,1,29iALS,JK14-21
G6,,48,1,29iALS,JK14-21
G7,,156,0,29iALS,JK14-21
G7,,156,0,29iALS,JK14-21
G7,,156,0,29iALS,JK14-21
G7,,48,1,29iALS,JK14-21
G7,,144,1,29iALS,JK14-21
G7,,156,0,29iALS,JK14-21
G8,,120,1,29iALS,JK14-21
G8,,96,1,29iALS,JK14-21
G8,,48,1,29iALS,JK14-21
G8,,156,0,29iALS,JK14-21
G8,,24,1,29iALS,JK14-21
G8,,132,1,29iALS,JK14-21
G9,,156,0,29iALS,JK14-21
G9,,156,0,29iALS,JK14-21
G9,,144,1,29iALS,JK14-21
G9,,156,0,29iALS,JK14-21
G9,,60,1,29iALS,JK14-21
G9,,156,0,29iALS,JK14-21
G9,,108,1,29iALS,JK14-21
G9,,120,1,29iALS,JK14-21
G9,,156,0,29iALS,JK14-21
G9,,96,1,29iALS,JK14-21
H10,,84,1,52iALS-ISO,JK14-21
H10,,96,1,52iALS-ISO,JK14-21
H3,,48,1,29iALS,JK14-21
H3,,48,1,29iALS,JK14-21
H3,,48,1,29iALS,JK14-21
H4,,48,1,29iALS,JK14-21
H4,,156,0,29iALS,JK14-21
H4,,48,1,29iALS,JK14-21
H4,,48,1,29iALS,JK14-21
H5,,156,0,188iCTR-LBCn3,JK14-21
H5,,156,0,188iCTR-LBCn3,JK14-21
H9,,156,0,29iALS,JK14-21
H9,,156,0,29iALS,JK14-21
H9,,84,1,29iALS,JK14-21
H9,,72,1,29iALS,JK14-21
A1,,156,0,52iALS,JK14-21
A1,,12,1,52iALS,JK14-21
A2,,36,1,52iALS,JK14-21
A2,,156,0,52iALS,JK14-21
A2,,132,1,52iALS,JK14-21
A2,,156,0,52iALS,JK14-21
A2,,84,1,52iALS,JK14-21
A3,,12,1,52iALS,JK14-21
A3,,12,1,52iALS,JK14-21
A3,,12,1,52iALS,JK14-21
A4,,36,1,6ZLDiALS,JK14-21
A4,,156,0,6ZLDiALS,JK14-21
A4,,156,0,6ZLDiALS,JK14-21
A4,,24,1,6ZLDiALS,JK14-21
A7,,60,1,52iALS,JK14-21
A8,,96,1,52iALS,JK14-21
A8,,156,0,52iALS,JK14-21
A8,,84,1,52iALS,JK14-21
B2,,36,1,52iALS,JK14-21
B2,,36,1,52iALS,JK14-21
B2,,84,1,52iALS,JK14-21
B2,,132,1,52iALS,JK14-21
B2,,12,1,52iALS,JK14-21
B3,,96,1,52iALS,JK14-21
B3,,12,1,52iALS,JK14-21
B3,,120,1,52iALS,JK14-21
B4,,156,0,6ZLDiALS,JK14-21
B4,,156,0,6ZLDiALS,JK14-21
B4,,156,0,6ZLDiALS,JK14-21
B5,,72,1,465iCTR-LBCn1,JK14-21
B5,,156,0,465iCTR-LBCn1,JK14-21
B5,,96,1,465iCTR-LBCn1,JK14-21
B6,,96,1,465iCTR-LBCn1,JK14-21
B6,,48,1,465iCTR-LBCn1,JK14-21
B6,,156,0,465iCTR-LBCn1,JK14-21
B6,,156,0,465iCTR-LBCn1,JK14-21
B6,,156,0,465iCTR-LBCn1,JK14-21
B7,,36,1,52iALS,JK14-21
B7,,156,0,52iALS,JK14-21
C10,,156,0,465iCTR-LBCn1,JK14-21
C10,,96,1,465iCTR-LBCn1,JK14-21
C11,,156,0,52iALS-ISO,JK14-21
C2,,156,0,52iALS,JK14-21
C2,,48,1,52iALS,JK14-21
C2,,96,1,52iALS,JK14-21
C2,,96,1,52iALS,JK14-21
C3,,12,1,52iALS,JK14-21
C3,,156,0,52iALS,JK14-21
C4,,156,0,6ZLDiALS,JK14-21
C4,,156,0,6ZLDiALS,JK14-21
C4,,36,1,6ZLDiALS,JK14-21
C4,,48,1,6ZLDiALS,JK14-21
C4,,156,0,6ZLDiALS,JK14-21
C4,,156,0,6ZLDiALS,JK14-21
C4,,12,1,6ZLDiALS,JK14-21
C4,,108,1,6ZLDiALS,JK14-21
C4,,48,1,6ZLDiALS,JK14-21
C4,,156,0,6ZLDiALS,JK14-21
C4,,48,1,6ZLDiALS,JK14-21
C4,,156,0,6ZLDiALS,JK14-21
C5,,120,1,465iCTR-LBCn1,JK14-21
C7,,156,0,52iALS,JK14-21
C7,,72,1,52iALS,JK14-21
D1,,156,0,52iALS,JK14-21
D1,,72,1,52iALS,JK14-21
D3,,120,1,52iALS,JK14-21
D3,,84,1,52iALS,JK14-21
D3,,96,1,52iALS,JK14-21
D3,,96,1,52iALS,JK14-21
D5,,156,0,465iCTR-LBCn1,JK14-21
D5,,108,1,465iCTR-LBCn1,JK14-21
D5,,48,1,465iCTR-LBCn1,JK14-21
E1,,120,1,52iALS,JK14-21
E1,,96,1,52iALS,JK14-21
E2,,156,0,52iALS,JK14-21
E2,,48,1,52iALS,JK14-21
E2,,96,1,52iALS,JK14-21
E4,,60,1,6ZLDiALS,JK14-21
E4,,60,1,6ZLDiALS,JK14-21
E4,,60,1,6ZLDiALS,JK14-21
E4,,60,1,6ZLDiALS,JK14-21
E6,,60,1,465iCTR-LBCn1,JK14-21
E6,,120,1,465iCTR-LBCn1,JK14-21
E6,,156,0,465iCTR-LBCn1,JK14-21
E8,,72,1,52iALS,JK14-21
E8,,48,1,52iALS,JK14-21
E9,,156,0,52iALS,JK14-21
E9,,156,0,52iALS,JK14-21
E9,,156,0,52iALS,JK14-21
F11,,156,0,52iALS-ISO,JK14-21
F11,,156,0,52iALS-ISO,JK14-21
F2,,36,1,52iALS,JK14-21
F2,,120,1,52iALS,JK14-21
F2,,96,1,52iALS,JK14-21
F2,,60,1,52iALS,JK14-21
F3,,156,0,52iALS,JK14-21
F3,,156,0,52iALS,JK14-21
F3,,156,0,52iALS,JK14-21
F3,,156,0,52iALS,JK14-21
F5,,48,1,465iCTR-LBCn1,JK14-21
F5,,12,1,465iCTR-LBCn1,JK14-21
F5,,156,0,465iCTR-LBCn1,JK14-21
F8,,48,1,52iALS,JK14-21
F8,,156,0,52iALS,JK14-21
G1,,12,1,52iALS,JK14-21
G1,,36,1,52iALS,JK14-21
G1,,156,0,52iALS,JK14-21
