Image #, Neuron #, Time Event,Censored,Constructs,Experiment
G12,,84,1,30iALS,LINCS06282017
G12,,156,0,30iALS,LINCS06282017
G12,,156,0,30iALS,LINCS06282017
G12,,156,0,30iALS,LINCS06282017
G12,,156,0,52iALS,LINCS06282017
G12,,24,1,52iALS,LINCS06282017
G12,,156,0,52iALS,LINCS06282017
G12,,156,0,52iALS,LINCS06282017
G12,,156,0,52iALS,LINCS06282017
G12,,156,0,52iALS,LINCS06282017
G9,,156,0,28iALS,LINCS06282017
G9,,156,0,28iALS,LINCS06282017
G9,,120,1,28iALS,LINCS06282017
G9,,60,1,28iALS,LINCS06282017
G9,,84,1,28iALS,LINCS06282017
G9,,60,1,28iALS,LINCS06282017
G9,,36,1,28iALS,LINCS06282017
G9,,156,0,28iALS,LINCS06282017
G9,,12,1,28iALS,LINCS06282017
G9,,156,0,28iALS,LINCS06282017
G9,,48,1,28iALS,LINCS06282017
G9,,156,0,28iALS,LINCS06282017
G9,,156,0,30iALS,LINCS06282017
G9,,156,0,30iALS,LINCS06282017
G9,,156,0,30iALS,LINCS06282017
G9,,60,1,30iALS,LINCS06282017
G9,,12,1,30iALS,LINCS06282017
G9,,156,0,30iALS,LINCS06282017
G9,,156,0,30iALS,LINCS06282017
G9,,156,0,30iALS,LINCS06282017
G9,,96,1,30iALS,LINCS06282017
G9,,48,1,30iALS,LINCS06282017
H10,,156,0,30iALS,LINCS06282017
H10,,156,0,30iALS,LINCS06282017
H10,,48,1,30iALS,LINCS06282017
H10,,84,1,30iALS,LINCS06282017
H10,,156,0,30iALS,LINCS06282017
H10,,24,1,30iALS,LINCS06282017
H11,,156,0,30iALS,LINCS06282017
H11,,156,0,30iALS,LINCS06282017
H11,,156,0,30iALS,LINCS06282017
H11,,156,0,30iALS,LINCS06282017
H11,,144,1,28iALS,LINCS06282017
H11,,24,1,28iALS,LINCS06282017
H11,,12,1,28iALS,LINCS06282017
H11,,156,0,28iALS,LINCS06282017
H11,,132,1,28iALS,LINCS06282017
H11,,156,0,28iALS,LINCS06282017
H11,,156,0,28iALS,LINCS06282017
H11,,96,1,28iALS,LINCS06282017
H12,,60,1,28iALS,LINCS06282017
H12,,24,1,28iALS,LINCS06282017
H12,,96,1,28iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,12,1,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,156,0,30iALS,LINCS06282017
H12,,48,1,00iCTR,CedarsPlate_SynDSred
H12,,156,0,00iCTR,CedarsPlate_SynDSred
H12,,156,0,00iCTR,CedarsPlate_SynDSred
H12,,48,1,00iCTR,CedarsPlate_SynDSred
H12,,156,0,00iCTR,CedarsPlate_SynDSred
H6,,48,1,00iCTR,CedarsPlate_SynDSred
H6,,48,1,00iCTR,CedarsPlate_SynDSred
H6,,48,1,00iCTR,CedarsPlate_SynDSred
H6,,156,0,00iCTR,CedarsPlate_SynDSred
H6,,48,1,00iCTR,CedarsPlate_SynDSred
H6,,156,0,00iCTR,CedarsPlate_SynDSred
H6,,96,1,00iCTR,CedarsPlate_SynDSred
H6,,48,1,00iCTR,CedarsPlate_SynDSred
H6,,48,1,00iCTR,CedarsPlate_SynDSred
H6,,156,0,00iCTR,CedarsPlate_SynDSred
H6,,156,0,00iCTR,CedarsPlate_SynDSred
H6,,120,1,00iCTR,CedarsPlate_SynDSred
H9,,24,1,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H9,,24,1,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H9,,48,1,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H9,,24,1,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H9,,24,1,00iCTR,CedarsPlate_SynDSred
H9,,72,1,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H9,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,48,1,00iCTR,CedarsPlate_SynDSred
H8,,24,1,00iCTR,CedarsPlate_SynDSred
H8,,24,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,144,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,24,1,00iCTR,CedarsPlate_SynDSred
H8,,48,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,25iCTR,CedarsPlate_SynDSred
H8,,156,0,25iCTR,CedarsPlate_SynDSred
H8,,72,1,25iCTR,CedarsPlate_SynDSred
H8,,156,0,25iCTR,CedarsPlate_SynDSred
H8,,24,1,25iCTR,CedarsPlate_SynDSred
H8,,156,0,25iCTR,CedarsPlate_SynDSred
H8,,156,0,25iCTR,CedarsPlate_SynDSred
H8,,156,0,25iCTR,CedarsPlate_SynDSred
H8,,48,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,72,1,00iCTR,CedarsPlate_SynDSred
H8,,72,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,144,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,48,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,48,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H8,,72,1,00iCTR,CedarsPlate_SynDSred
H8,,156,0,00iCTR,CedarsPlate_SynDSred
H7,,156,0,00iCTR,CedarsPlate_SynDSred
H7,,156,0,00iCTR,CedarsPlate_SynDSred
H7,,24,1,00iCTR,CedarsPlate_SynDSred
H7,,156,0,00iCTR,CedarsPlate_SynDSred
H7,,156,0,00iCTR,CedarsPlate_SynDSred
H7,,24,1,00iCTR,CedarsPlate_SynDSred
H7,,24,1,00iCTR,CedarsPlate_SynDSred
H7,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,120,1,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,120,1,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,48,1,00iCTR,CedarsPlate_SynDSred
H5,,24,1,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,48,1,00iCTR,CedarsPlate_SynDSred
H5,,144,1,00iCTR,CedarsPlate_SynDSred
H5,,24,1,25iCTR,CedarsPlate_SynDSred
H5,,120,1,25iCTR,CedarsPlate_SynDSred
H5,,156,0,25iCTR,CedarsPlate_SynDSred
H5,,24,1,25iCTR,CedarsPlate_SynDSred
H5,,156,0,25iCTR,CedarsPlate_SynDSred
H5,,24,1,25iCTR,CedarsPlate_SynDSred
H5,,120,1,25iCTR,CedarsPlate_SynDSred
H5,,48,1,25iCTR,CedarsPlate_SynDSred
H5,,48,1,25iCTR,CedarsPlate_SynDSred
H5,,48,1,25iCTR,CedarsPlate_SynDSred
H5,,156,0,25iCTR,CedarsPlate_SynDSred
H5,,156,0,25iCTR,CedarsPlate_SynDSred
H5,,144,1,25iCTR,CedarsPlate_SynDSred
H5,,156,0,25iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,144,1,00iCTR,CedarsPlate_SynDSred
H5,,120,1,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,96,1,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,156,0,00iCTR,CedarsPlate_SynDSred
H5,,48,1,00iCTR,CedarsPlate_SynDSred
H5,,24,1,00iCTR,CedarsPlate_SynDSred
H5,,48,1,00iCTR,CedarsPlate_SynDSred
H5,,24,1,00iCTR,CedarsPlate_SynDSred
H4,,156,0,00iCTR,CedarsPlate_SynDSred
H4,,24,1,00iCTR,CedarsPlate_SynDSred
H4,,24,1,00iCTR,CedarsPlate_SynDSred
H4,,156,0,00iCTR,CedarsPlate_SynDSred
H4,,96,1,00iCTR,CedarsPlate_SynDSred
H4,,24,1,00iCTR,CedarsPlate_SynDSred
H4,,48,1,00iCTR,CedarsPlate_SynDSred
H4,,156,0,00iCTR,CedarsPlate_SynDSred
H4,,156,0,00iCTR,CedarsPlate_SynDSred
H4,,24,1,00iCTR,CedarsPlate_SynDSred
H4,,156,0,00iCTR,CedarsPlate_SynDSred
H4,,72,1,00iCTR,CedarsPlate_SynDSred
H4,,48,1,00iCTR,CedarsPlate_SynDSred
H4,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,144,1,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,120,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,25iCTR,CedarsPlate_SynDSred
H3,,156,0,25iCTR,CedarsPlate_SynDSred
H3,,24,1,25iCTR,CedarsPlate_SynDSred
H3,,156,0,25iCTR,CedarsPlate_SynDSred
H3,,144,1,25iCTR,CedarsPlate_SynDSred
H3,,48,1,25iCTR,CedarsPlate_SynDSred
H3,,24,1,25iCTR,CedarsPlate_SynDSred
H3,,24,1,25iCTR,CedarsPlate_SynDSred
H3,,156,0,25iCTR,CedarsPlate_SynDSred
H3,,156,0,25iCTR,CedarsPlate_SynDSred
H3,,156,0,25iCTR,CedarsPlate_SynDSred
H3,,48,1,25iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,48,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,24,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,72,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,48,1,00iCTR,CedarsPlate_SynDSred
H3,,48,1,00iCTR,CedarsPlate_SynDSred
H3,,156,0,00iCTR,CedarsPlate_SynDSred
H3,,120,1,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,72,1,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H2,,156,0,00iCTR,CedarsPlate_SynDSred
H1,,156,0,00iCTR,CedarsPlate_SynDSred
H1,,48,1,00iCTR,CedarsPlate_SynDSred
H1,,156,0,25iCTR,CedarsPlate_SynDSred
H1,,48,1,25iCTR,CedarsPlate_SynDSred
H1,,48,1,25iCTR,CedarsPlate_SynDSred
H1,,156,0,25iCTR,CedarsPlate_SynDSred
H1,,36,1,52iALS,LINCS04172017-1
H1,,24,1,52iALS,LINCS04172017-1
H1,,24,1,52iALS,LINCS04172017-1
H1,,24,1,52iALS,LINCS04172017-1
H1,,36,1,00iCTR,LINCS04172017-1
H1,,36,1,00iCTR,LINCS04172017-1
H1,,36,1,00iCTR,LINCS04172017-1
H1,,36,1,00iCTR,LINCS04172017-1
H1,,96,1,52iALS,LINCS04172017-1
H1,,108,1,00iCTR,LINCS04172017-1
H1,,36,1,00iCTR,LINCS04172017-1
H1,,36,1,00iCTR,LINCS04172017-1
H1,,108,1,00iCTR,LINCS04172017-1
H1,,132,1,52iALS,LINCS04172017-1
H1,,156,0,52iALS,LINCS04172017-1
H1,,12,1,52iALS,LINCS04172017-1
H1,,156,0,52iALS,LINCS04172017-1
H1,,36,1,52iALS,LINCS04172017-1
A5,,12,1,29iALS,LINCS07242018
A5,,12,1,29iALS,LINCS07242018
B11,,12,1,29iALS,LINCS07242018
D3,,12,1,52iALS,LINCS07242018
H1,,12,1,00iCTR,LINCS07242018
H5,,12,1,00iCTR,LINCS07242018
H8,,12,1,00iCTR,LINCS07242018
H9,,12,1,00iCTR,LINCS07242018
C10,,12,1,00iCTR,LINCS07242018
C12,,12,1,00iCTR,LINCS07242018
C12,,12,1,00iCTR,LINCS07242018
C4,,12,1,00iCTR,LINCS07242018
C7,,12,1,00iCTR,LINCS07242018
C9,,12,1,00iCTR,LINCS07242018
D11,,12,1,00iCTR,LINCS07242018
D12,,12,1,00iCTR,LINCS07242018
D12,,12,1,00iCTR,LINCS07242018
D3,,12,1,00iCTR,LINCS07242018
D5,,12,1,00iCTR,LINCS07242018
D8,,12,1,00iCTR,LINCS07242018
D9,,12,1,00iCTR,LINCS07242018
D9,,12,1,00iCTR,LINCS07242018
D9,,12,1,00iCTR,LINCS07242018
A2,,24,1,29iALS,LINCS07242018
A3,,24,1,29iALS,LINCS07242018
A4,,24,1,29iALS,LINCS07242018
A5,,24,1,29iALS,LINCS07242018
A5,,24,1,29iALS,LINCS07242018
A7,,24,1,29iALS,LINCS07242018
B8,,24,1,29iALS,LINCS07242018
B8,,24,1,29iALS,LINCS07242018
B7,,24,1,29iALS,LINCS07242018
B7,,24,1,29iALS,LINCS07242018
B8,,24,1,29iALS,LINCS07242018
B8,,24,1,29iALS,LINCS07242018
B11,,24,1,29iALS,LINCS07242018
C8,,24,1,52iALS,LINCS07242018
C8,,24,1,52iALS,LINCS07242018
C9,,24,1,52iALS,LINCS07242018
D3,,24,1,52iALS,LINCS07242018
D6,,24,1,52iALS,LINCS07242018
D6,,24,1,52iALS,LINCS07242018
D9,,24,1,52iALS,LINCS07242018
F2,,24,1,28iALS,LINCS07242018
F4,,24,1,28iALS,LINCS07242018
F5,,24,1,28iALS,LINCS07242018
F8,,24,1,28iALS,LINCS07242018
F9,,24,1,28iALS,LINCS07242018
F9,,24,1,28iALS,LINCS07242018
G2,,24,1,28iALS,LINCS07242018
G2,,24,1,28iALS,LINCS07242018
G8,,24,1,28iALS,LINCS07242018
H1,,24,1,00iCTR,LINCS07242018
H3,,24,1,00iCTR,LINCS07242018
H3,,24,1,00iCTR,LINCS07242018
H4,,24,1,00iCTR,LINCS07242018
H4,,24,1,00iCTR,LINCS07242018
H4,,24,1,00iCTR,LINCS07242018
H8,,24,1,00iCTR,LINCS07242018
H8,,24,1,00iCTR,LINCS07242018
H9,,24,1,00iCTR,LINCS07242018
C10,,24,1,00iCTR,LINCS07242018
C10,,24,1,00iCTR,LINCS07242018
C12,,24,1,00iCTR,LINCS07242018
C2,,24,1,00iCTR,LINCS07242018
C2,,24,1,00iCTR,LINCS07242018
C4,,24,1,00iCTR,LINCS07242018
C7,,24,1,00iCTR,LINCS07242018
C9,,24,1,00iCTR,LINCS07242018
C9,,24,1,00iCTR,LINCS07242018
D1,,24,1,00iCTR,LINCS07242018
D10,,24,1,00iCTR,LINCS07242018
D10,,24,1,00iCTR,LINCS07242018
D11,,24,1,00iCTR,LINCS07242018
D11,,24,1,00iCTR,LINCS07242018
D2,,24,1,00iCTR,LINCS07242018
D2,,24,1,00iCTR,LINCS07242018
D4,,24,1,00iCTR,LINCS07242018
D5,,24,1,00iCTR,LINCS07242018
D8,,24,1,00iCTR,LINCS07242018
D9,,24,1,00iCTR,LINCS07242018
A2,,36,1,29iALS,LINCS07242018
B2,,36,1,29iALS,LINCS07242018
B7,,36,1,29iALS,LINCS07242018
B7,,36,1,29iALS,LINCS07242018
C3,,36,1,52iALS,LINCS07242018
G7,,36,1,28iALS,LINCS07242018
H1,,36,1,00iCTR,LINCS07242018
H1,,36,1,00iCTR,LINCS07242018
H3,,36,1,00iCTR,LINCS07242018
H3,,36,1,00iCTR,LINCS07242018
H5,,36,1,00iCTR,LINCS07242018
H5,,36,1,00iCTR,LINCS07242018
H5,,36,1,00iCTR,LINCS07242018
H5,,36,1,00iCTR,LINCS07242018
H7,,36,1,00iCTR,LINCS07242018
H8,,36,1,00iCTR,LINCS07242018
H8,,36,1,00iCTR,LINCS07242018
C11,,36,1,00iCTR,LINCS07242018
C11,,36,1,00iCTR,LINCS07242018
C12,,36,1,00iCTR,LINCS07242018
C2,,36,1,00iCTR,LINCS07242018
C3,,36,1,00iCTR,LINCS07242018
C7,,36,1,00iCTR,LINCS07242018
D1,,36,1,00iCTR,LINCS07242018
D1,,36,1,00iCTR,LINCS07242018
D1,,36,1,00iCTR,LINCS07242018
D10,,36,1,00iCTR,LINCS07242018
D11,,36,1,00iCTR,LINCS07242018
D12,,36,1,00iCTR,LINCS07242018
D12,,36,1,00iCTR,LINCS07242018
D12,,36,1,00iCTR,LINCS07242018
D12,,36,1,00iCTR,LINCS07242018
D3,,36,1,00iCTR,LINCS07242018
D6,,36,1,00iCTR,LINCS07242018
D7,,36,1,00iCTR,LINCS07242018
D7,,36,1,00iCTR,LINCS07242018
D8,,36,1,00iCTR,LINCS07242018
A6,,48,1,29iALS,LINCS07242018
B2,,48,1,29iALS,LINCS07242018
B5,,48,1,29iALS,LINCS07242018
B7,,48,1,29iALS,LINCS07242018
F3,,48,1,28iALS,LINCS07242018
G4,,48,1,28iALS,LINCS07242018
G4,,48,1,28iALS,LINCS07242018
G5,,48,1,28iALS,LINCS07242018
G9,,48,1,28iALS,LINCS07242018
G9,,48,1,28iALS,LINCS07242018
H1,,48,1,00iCTR,LINCS07242018
H4,,48,1,00iCTR,LINCS07242018
H4,,48,1,00iCTR,LINCS07242018
H7,,48,1,00iCTR,LINCS07242018
H8,,48,1,00iCTR,LINCS07242018
H9,,48,1,00iCTR,LINCS07242018
C2,,48,1,00iCTR,LINCS07242018
C3,,48,1,00iCTR,LINCS07242018
C5,,48,1,00iCTR,LINCS07242018
C6,,48,1,00iCTR,LINCS07242018
D10,,48,1,00iCTR,LINCS07242018
D2,,48,1,00iCTR,LINCS07242018
D4,,48,1,00iCTR,LINCS07242018
D6,,48,1,00iCTR,LINCS07242018
D6,,48,1,00iCTR,LINCS07242018
A6,,60,1,29iALS,LINCS07242018
B11,,60,1,29iALS,LINCS07242018
B12,,60,1,29iALS,LINCS07242018
C8,,60,1,52iALS,LINCS07242018
F12,,60,1,28iALS,LINCS07242018
G5,,60,1,28iALS,LINCS07242018
H1,,60,1,00iCTR,LINCS07242018
H2,,60,1,00iCTR,LINCS07242018
H7,,60,1,00iCTR,LINCS07242018
C1,,60,1,00iCTR,LINCS07242018
C2,,60,1,00iCTR,LINCS07242018
D10,,60,1,00iCTR,LINCS07242018
D4,,60,1,00iCTR,LINCS07242018
A4,,72,1,29iALS,LINCS07242018
H3,,72,1,00iCTR,LINCS07242018
H7,,72,1,00iCTR,LINCS07242018
H7,,72,1,00iCTR,LINCS07242018
H9,,72,1,00iCTR,LINCS07242018
C1,,72,1,00iCTR,LINCS07242018
C4,,72,1,00iCTR,LINCS07242018
C6,,72,1,00iCTR,LINCS07242018
D3,,72,1,00iCTR,LINCS07242018
D3,,72,1,00iCTR,LINCS07242018
D4,,72,1,00iCTR,LINCS07242018
D4,,72,1,00iCTR,LINCS07242018
D9,,72,1,00iCTR,LINCS07242018
D9,,72,1,00iCTR,LINCS07242018
A2,,84,1,29iALS,LINCS07242018
A2,,84,1,29iALS,LINCS07242018
A3,,84,1,29iALS,LINCS07242018
A8,,84,1,29iALS,LINCS07242018
B1,,84,1,29iALS,LINCS07242018
B11,,84,1,29iALS,LINCS07242018
B12,,84,1,29iALS,LINCS07242018
F2,,84,1,28iALS,LINCS07242018
F8,,84,1,28iALS,LINCS07242018
G1,,84,1,28iALS,LINCS07242018
G5,,84,1,28iALS,LINCS07242018
G9,,84,1,28iALS,LINCS07242018
H1,,84,1,00iCTR,LINCS07242018
H4,,84,1,00iCTR,LINCS07242018
H8,,84,1,00iCTR,LINCS07242018
H9,,84,1,00iCTR,LINCS07242018
C1,,84,1,00iCTR,LINCS07242018
C1,,84,1,00iCTR,LINCS07242018
C11,,84,1,00iCTR,LINCS07242018
C2,,84,1,00iCTR,LINCS07242018
C3,,84,1,00iCTR,LINCS07242018
C5,,84,1,00iCTR,LINCS07242018
C6,,84,1,00iCTR,LINCS07242018
C8,,84,1,00iCTR,LINCS07242018
C8,,84,1,00iCTR,LINCS07242018
C8,,84,1,00iCTR,LINCS07242018
D1,,84,1,00iCTR,LINCS07242018
D12,,84,1,00iCTR,LINCS07242018
D12,,84,1,00iCTR,LINCS07242018
D2,,84,1,00iCTR,LINCS07242018
D5,,84,1,00iCTR,LINCS07242018
B7,,96,1,29iALS,LINCS07242018
F9,,96,1,28iALS,LINCS07242018
F11,,96,1,28iALS,LINCS07242018
F12,,96,1,28iALS,LINCS07242018
G3,,96,1,28iALS,LINCS07242018
B1,,108,1,29iALS,LINCS07242018
B4,,108,1,29iALS,LINCS07242018
B9,,108,1,29iALS,LINCS07242018
G8,,108,1,28iALS,LINCS07242018
C5,,108,1,00iCTR,LINCS07242018
C7,,108,1,00iCTR,LINCS07242018
A3,,120,1,29iALS,LINCS07242018
H2,,120,1,00iCTR,LINCS07242018
C8,,120,1,00iCTR,LINCS07242018
D7,,120,1,00iCTR,LINCS07242018
H5,,132,1,00iCTR,LINCS07242018
D10,,132,1,00iCTR,LINCS07242018
D7,,132,1,00iCTR,LINCS07242018
F12,,144,1,28iALS,LINCS07242018
C7,,144,1,00iCTR,LINCS07242018
A2,,156,0,29iALS,LINCS07242018
A3,,156,0,29iALS,LINCS07242018
A7,,156,0,29iALS,LINCS07242018
A7,,156,0,29iALS,LINCS07242018
B1,,156,0,29iALS,LINCS07242018
B2,,156,0,29iALS,LINCS07242018
B2,,156,0,29iALS,LINCS07242018
B2,,156,0,29iALS,LINCS07242018
B3,,156,0,29iALS,LINCS07242018
F1,,156,0,28iALS,LINCS07242018
F1,,156,0,28iALS,LINCS07242018
F1,,156,0,28iALS,LINCS07242018
F4,,156,0,28iALS,LINCS07242018
F11,,156,0,28iALS,LINCS07242018
G1,,156,0,28iALS,LINCS07242018
G3,,156,0,28iALS,LINCS07242018
G4,,156,0,28iALS,LINCS07242018
G4,,156,0,28iALS,LINCS07242018
G9,,156,0,28iALS,LINCS07242018
H2,,156,0,00iCTR,LINCS07242018
H2,,156,0,00iCTR,LINCS07242018
H2,,156,0,00iCTR,LINCS07242018
C11,,156,0,00iCTR,LINCS07242018
C6,,156,0,00iCTR,LINCS07242018
D1,,156,0,00iCTR,LINCS07242018
D5,,156,0,00iCTR,LINCS07242018
A10,,156,0,00iCTR,JK43-47
A10,,156,0,00iCTR,JK43-47
A10,,156,0,00iCTR,JK43-47
A10,,156,0,00iCTR,JK43-47
A11,,156,0,00iCTR,JK43-47
A12,,156,0,00iCTR,JK43-47
A12,,156,0,00iCTR,JK43-47
A12,,156,0,00iCTR,JK43-47
A2,,72,1,00iCTR,JK43-47
A2,,156,0,00iCTR,JK43-47
A2,,24,1,00iCTR,JK43-47
A3,,156,0,00iCTR,JK43-47
A3,,156,0,00iCTR,JK43-47
A3,,156,0,00iCTR,JK43-47
A3,,120,1,00iCTR,JK43-47
A4,,156,0,00iCTR,JK43-47
A4,,156,0,00iCTR,JK43-47
A4,,156,0,00iCTR,JK43-47
A5,,24,1,00iCTR,JK43-47
A6,,156,0,00iCTR,JK43-47
A6,,156,0,00iCTR,JK43-47
A6,,156,0,00iCTR,JK43-47
A6,,24,1,00iCTR,JK43-47
A6,,156,0,00iCTR,JK43-47
A6,,156,0,00iCTR,JK43-47
A7,,120,1,00iCTR,JK43-47
A7,,156,0,00iCTR,JK43-47
A7,,156,0,00iCTR,JK43-47
A8,,156,0,00iCTR,JK43-47
A8,,156,0,00iCTR,JK43-47
B1,,120,1,00iCTR,JK43-47
B1,,72,1,00iCTR,JK43-47
B2,,156,0,00iCTR,JK43-47
B2,,120,1,00iCTR,JK43-47
B2,,156,0,00iCTR,JK43-47
B2,,156,0,00iCTR,JK43-47
B3,,156,0,00iCTR,JK43-47
B3,,156,0,00iCTR,JK43-47
B3,,144,1,00iCTR,JK43-47
B3,,156,0,00iCTR,JK43-47
B4,,48,1,00iCTR,JK43-47
B4,,156,0,00iCTR,JK43-47
B4,,156,0,00iCTR,JK43-47
B4,,144,1,00iCTR,JK43-47
B4,,24,1,00iCTR,JK43-47
B4,,96,1,00iCTR,JK43-47
B5,,120,1,00iCTR,JK43-47
B5,,156,0,00iCTR,JK43-47
B5,,156,0,00iCTR,JK43-47
B6,,156,0,00iCTR,JK43-47
B7,,156,0,00iCTR,JK43-47
B7,,156,0,00iCTR,JK43-47
B7,,24,1,00iCTR,JK43-47
B8,,96,1,00iCTR,JK43-47
B8,,156,0,00iCTR,JK43-47
B8,,144,1,00iCTR,JK43-47
B8,,96,1,00iCTR,JK43-47
B8,,156,0,00iCTR,JK43-47
B8,,72,1,00iCTR,JK43-47
B8,,144,1,00iCTR,JK43-47
B9,,156,0,00iCTR,JK43-47
B9,,156,0,00iCTR,JK43-47
